Brand,Model,Year,Category,Displacement (ccm),Power (hp),Fuel capacity (lts),Dry weight (kg),Seat height (mm),Torque (Nm),Cooling system,Transmission type,Gearbox,Engine stroke,Engine cylinder
boom trikes,shadow 750,2011,Custom / cruiser,745.0,45.6,14.6,394.0,,64.0,Liquid,Unknown,5-speed, four-stroke,V2
boom trikes,shadow 750,2012,Custom / cruiser,745.0,45.6,14.6,394.0,,64.0,Liquid,Shaft drive,5-speed, four-stroke,V2
boom trikes,sportster,2011,Custom / cruiser,883.0,52.3,16.0,,650.0,70.0,Air,Unknown,5-speed, four-stroke,V2
boom trikes,v1 automatik,2012,Custom / cruiser,459.0,38.9,32.5,450.0,,,Liquid,Unknown,Unknown, four-stroke,Single cylinder
boom trikes,v1 firebird,2011,Custom / cruiser,459.0,40.0,32.5,450.0,,,Unknown,Unknown,Automatic, four-stroke,Single cylinder
boom trikes,v2 automatic,2009,Custom / cruiser,850.0,75.0,32.5,499.0,,,Unknown,Unknown,Automatic, four-stroke,V2
boom trikes,v2 basic,2010,Custom / cruiser,850.0,75.0,32.5,499.0,,,Unknown,Unknown,Automatic, four-stroke,V2
borile,b 500 cr,2001,Naked bike,500.0,50.0,8.5,104.0,810.0,,Unknown,Chain,5-speed, four-stroke,Single cylinder
borile,b 500 cr cafe racer,2005,Naked bike,487.0,,8.5,117.0,850.0,,Air,Chain,Unknown, four-stroke,Single cylinder
borile,b 500 mt,2005,Enduro / offroad,487.0,,,112.0,890.0,,Air,Chain,Unknown, four-stroke,Single cylinder
borile,b350en,2013,Enduro / offroad,350.0,,,,800.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,b450 scrambler,2015,Enduro / offroad,449.0,42.8,9.5,130.5,,47.0,Air,Chain,6-speed, four-stroke,Single cylinder
borile,b450scrambler,2014,Enduro / offroad,449.0,42.8,9.5,130.5,,47.0,Air,Chain,6-speed, four-stroke,Single cylinder
borile,b50 cross junior,2005,Enduro / offroad,49.8,,,57.0,730.0,,Liquid,Unknown,Unknown, two-stroke,Single cylinder
borile,b500 cr,2006,Sport,487.0,,8.5,117.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
borile,b500 mt,2006,Enduro / offroad,487.0,,,112.0,,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,b500 ricki,2015,Classic,487.0,,,122.0,815.0,,Air,Belt,4-speed, four-stroke,Single cylinder
borile,b500cr,2007,Sport,487.0,,8.5,117.0,850.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,b500cr,2008,Allround,487.0,,8.5,117.0,850.0,,Air,Chain,Unknown, four-stroke,Single cylinder
borile,b500cr,2009,Allround,487.0,,8.5,117.0,850.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,b500cr,2010,Classic,487.0,,8.5,117.0,850.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,b500cr,2015,Classic,487.0,,8.5,117.0,850.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,b500mt,2007,Enduro / offroad,487.0,,,112.0,890.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,b500mt,2008,Enduro / offroad,487.0,,8.0,112.0,890.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,b500mt,2009,Enduro / offroad,487.0,,8.0,107.0,890.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,b500mt,2010,Enduro / offroad,487.0,,8.0,107.0,890.0,,Air,Unknown,5-speed, four-stroke,Single cylinder
borile,b500ricki,2013,Classic,487.0,,,,850.0,,Air,Belt,4-speed, four-stroke,Single cylinder
borile,b500ricki,2014,Classic,487.0,,,,850.0,,Air,Belt,4-speed, four-stroke,Single cylinder
borile,b651 scrambler,2005,Enduro / offroad,652.3,,8.5,142.0,870.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,bastard,2013,Enduro / offroad,230.0,,,,,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,bastard,2015,Enduro / offroad,449.0,,,,,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,bastard 450,2014,Enduro / offroad,449.0,,,,,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,multiuso,2013,Enduro / offroad,230.0,,4.2,85.0,800.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,multiuso,2014,Enduro / offroad,230.0,,4.2,85.0,800.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,multiuso 125,2015,Enduro / offroad,124.0,9.0,5.0,,790.0,,Air,Chain,5-speed, four-stroke,Single cylinder
borile,multiuso 230,2015,Enduro / offroad,229.5,15.0,5.0,88.0,815.0,,Air,Chain,5-speed, four-stroke,Single cylinder
boss hoss,57 chevy trike,2019,Custom / cruiser,6200.0,445.0,32.17,680.4,749.0,603.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-3 502,2005,Custom / cruiser,8200.0,502.0,32.17,589.7,724.0,,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 502,2006,Custom / cruiser,8200.0,502.0,32.17,589.7,724.0,567.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 502,2007,Custom / cruiser,8200.0,502.0,32.17,589.7,724.0,567.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 ls2,2008,Custom / cruiser,6000.0,425.0,32.17,528.4,635.0,576.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 ls2,2009,Custom / cruiser,6000.0,425.0,32.17,528.4,,576.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 ls3,2009,Custom / cruiser,6200.0,445.0,32.17,528.4,,603.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 ls3,2010,Custom / cruiser,6200.0,445.0,32.17,528.4,,603.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 ls3,2016,Custom / cruiser,6200.0,445.0,32.17,528.4,,603.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 ls3,2017,Custom / cruiser,6200.0,445.0,32.0,528.4,673.0,603.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 ls3 ss,2010,Custom / cruiser,6200.0,445.0,32.17,680.4,,603.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 ls3 ss,2011,Custom / cruiser,6200.0,445.0,32.17,680.4,635.0,603.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 ls3 ss,2012,Custom / cruiser,6200.0,445.0,32.17,680.0,635.0,603.0,Liquid,Unknown,Unknown, four-stroke,V8
boss hoss,bhc-3 ls3 ss,2016,Custom / cruiser,6200.0,445.0,32.17,680.0,635.0,603.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 ls3 ss,2017,Custom / cruiser,6200.0,445.0,32.17,483.1,635.0,603.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 ls300,2012,Custom / cruiser,4807.0,295.0,32.17,499.0,673.0,413.0,Liquid,Unknown,Automatic, four-stroke,V8
boss hoss,bhc-3 ls3ss,2009,Custom / cruiser,6200.0,445.0,32.17,680.4,,603.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 ls445,2012,Custom / cruiser,6200.0,445.0,32.17,528.4,,603.0,Liquid,Unknown,Automatic, four-stroke,V8
boss hoss,bhc-3 ls445,2014,Custom / cruiser,6200.0,445.0,32.0,528.4,,603.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 zz4,2005,Custom / cruiser,5700.0,355.0,32.17,499.0,711.0,,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 zz4,2006,Custom / cruiser,5700.0,355.0,,499.0,711.0,405.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 zz4,2007,Custom / cruiser,5700.0,355.0,,499.0,711.0,405.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 zz4,2008,Custom / cruiser,5700.0,476.0,,503.5,711.0,549.0,Liquid,Chain,Automatic, four-stroke,V8
boss hoss,bhc-3 zz4,2009,Custom / cruiser,5700.0,355.0,32.17,503.5,711.0,549.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 zz4,2010,Custom / cruiser,5700.0,355.0,32.17,503.5,711.0,549.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 zz4,2011,Custom / cruiser,5700.0,355.0,32.17,503.5,711.0,549.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 zz4 ss,2007,Custom / cruiser,5700.0,355.0,,499.0,711.0,405.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 zz4 ss,2008,Custom / cruiser,5700.0,476.0,32.17,503.5,635.0,549.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 zz4 ss,2009,Custom / cruiser,5700.0,355.0,32.17,503.5,635.0,549.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-3 zz4 ss,2010,Custom / cruiser,5700.0,355.0,32.17,503.0,635.0,549.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3 zz4 ss,2011,Custom / cruiser,5700.0,355.0,32.17,503.0,635.0,549.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-3-ls3,2011,Custom / cruiser,6200.0,445.0,32.17,528.4,,603.0,Liquid,Unknown,Automatic, four-stroke,V8
boss hoss,bhc-3-ls3,2012,Custom / cruiser,6200.0,445.0,32.17,528.4,,603.0,Liquid,Unknown,Automatic, four-stroke,V8
boss hoss,bhc-9 chevy trike,2016,Custom / cruiser,6200.0,445.0,32.17,680.4,749.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-9 chevy trike,2017,Custom / cruiser,6200.0,445.0,32.17,680.4,749.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-9 coupe 445 trike,2012,Custom / cruiser,6200.0,445.0,32.17,660.0,737.0,549.0,Liquid,Shaft drive,Unknown, four-stroke,V8
boss hoss,bhc-9 coupe trike,2017,Custom / cruiser,6200.0,445.0,32.17,680.4,749.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-9 gangsta 445 trike,2012,Custom / cruiser,6200.0,445.0,32.17,680.4,737.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-9 gangsta trike,2017,Custom / cruiser,6200.0,445.0,32.17,680.4,749.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-9 ls2,2008,Custom / cruiser,6000.0,425.0,32.17,528.4,635.0,576.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-9 ls2 trike,2009,Custom / cruiser,6000.0,425.0,32.17,528.4,635.0,576.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-9 ls3 trike,2009,Custom / cruiser,6200.0,445.0,32.17,660.0,,603.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-9 ls3 trike,2010,Custom / cruiser,6200.0,445.0,32.17,660.0,737.0,603.0,Liquid,Belt,Unknown, four-stroke,V8
boss hoss,bhc-9 ls3 trike,2011,Custom / cruiser,6200.0,445.0,32.17,660.0,737.0,603.0,Liquid,Belt,Automatic, four-stroke,V8
boss hoss,bhc-9 truck trike,2016,Custom / cruiser,6200.0,445.0,32.17,680.4,749.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-9 truck trike,2017,Custom / cruiser,6200.0,445.0,32.0,680.4,749.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-9 zz4,2008,Custom / cruiser,5700.0,355.0,,680.4,,549.0,Liquid,Shaft drive,Unknown, four-stroke,V8
boss hoss,bhc-9 zz4 trike,2009,Custom / cruiser,5700.0,355.0,32.17,680.4,737.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-9 zz4 trike,2010,Custom / cruiser,5700.0,355.0,32.17,680.4,737.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,bhc-9 zz4 trike,2011,Custom / cruiser,5700.0,355.0,32.17,680.4,737.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,big block stud hoss,2003,Custom / cruiser,8226.0,502.0,,589.7,686.0,,Unknown,Unknown,Unknown, four-stroke,V8
boss hoss,coupe trike,2019,Custom / cruiser,6200.0,445.0,32.17,,737.0,603.0,Liquid,Shaft drive,Unknown, four-stroke,V8
boss hoss,gangsta trike,2019,Custom / cruiser,6200.0,445.0,32.17,680.4,749.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,gangsta trike,2020,Custom / cruiser,6200.0,,32.17,680.4,749.0,603.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,limited ss big block,2020,Custom / cruiser,6200.0,445.0,32.17,,673.0,603.0,Liquid,Belt,2-speed, four-stroke,V8
boss hoss,sierra trike,2019,Custom / cruiser,6200.0,445.0,32.0,680.4,749.0,603.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,sierra trike,2021,Custom / cruiser,6200.0,445.0,32.17,680.4,749.0,603.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,standard,2018,Custom / cruiser,6200.0,445.0,32.17,,673.0,603.0,Unknown,Unknown,2-speed, four-stroke,V8
boss hoss,standard,2020,Custom / cruiser,6200.0,445.0,32.17,,673.0,603.0,Unknown,Shaft drive,2-speed, four-stroke,V8
boss hoss,super sport,2018,Custom / cruiser,6200.0,445.0,32.17,,673.0,603.0,Liquid,Belt,2-speed, four-stroke,V8
boss hoss,super sport,2019,Custom / cruiser,6200.0,445.0,32.17,,673.0,603.0,Liquid,Belt,2-speed, four-stroke,V8
boss hoss,super sport,2022,Custom / cruiser,6200.0,445.0,32.17,,673.0,603.0,Liquid,Belt,2-speed, four-stroke,V8
boss hoss,willy´s trike,2019,Custom / cruiser,6200.0,445.0,32.17,,749.0,549.0,Liquid,Shaft drive,Automatic, four-stroke,V8
boss hoss,zz4 350 (355 hp version),2003,Custom / cruiser,5735.0,355.0,,499.0,686.0,,Unknown,Unknown,Unknown, four-stroke,V8
boss hoss,zz4 350 (385 hp version),2003,Custom / cruiser,5735.0,385.0,,499.0,686.0,,Unknown,Unknown,Unknown, four-stroke,V8
bourget,bobber,2018,Custom / cruiser,1851.9,,,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,bobber,2019,Custom / cruiser,1851.9,,,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,bobber,2020,Custom / cruiser,1851.9,,,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,citizen soldier iii,2010,Custom / cruiser,1917.4,,,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,cobra,2009,Custom / cruiser,1917.4,,24.6,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,dragon,2008,Custom / cruiser,1851.9,,,,,,Unknown,Belt,6-speed, four-stroke,V2
bourget,drifter,2009,Custom / cruiser,1917.4,,24.6,,,,Unknown,Belt,6-speed, four-stroke,V2
bourget,fat daddy,2022,Custom / cruiser,2032.1,,22.71,,,,Unknown,Belt,6-speed, four-stroke,V2
bourget,fat daddy 330 classic,2013,Custom / cruiser,1917.4,,22.71,,,,Unknown,Belt,6-speed, four-stroke,V2
bourget,fat daddy chopper,2009,Custom / cruiser,1917.4,,,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,fat daddy chopper 330,2011,Custom / cruiser,2032.1,,,,,,Unknown,Belt,6-speed, four-stroke,V2
bourget,fat daddy super stretch,2010,Custom / cruiser,1917.4,,,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,king cobra sr,2011,Custom / cruiser,1917.4,,24.6,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,low-blow,2018,Custom / cruiser,1851.9,,,,,,Unknown,Belt,6-speed, four-stroke,V2
bourget,low-blow,2019,Custom / cruiser,1851.9,,,,,,Unknown,Belt,6-speed, four-stroke,V2
bourget,python,2019,Custom / cruiser,2032.1,,24.0,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,python 330,2011,Custom / cruiser,1917.4,,24.6,,,,Unknown,Belt,6-speed, four-stroke,V2
bourget,python 330,2013,Custom / cruiser,1917.4,,24.0,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,python 330 classic,2013,Custom / cruiser,1917.4,,24.0,,,,Unknown,Belt,6-speed, four-stroke,V2
bourget,python 330 super stretch,2019,Custom / cruiser,2032.1,,24.6,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,scorpion rt,2013,Custom / cruiser,1917.4,,26.5,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,scorpion rt,2019,Custom / cruiser,1917.4,,26.5,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,shredder,2010,Custom / cruiser,1917.4,,,,,,Liquid,Unknown,Automatic, four-stroke,In-line four
bourget,shredder,2013,Custom / cruiser,1917.4,,,,,,Liquid,Unknown,Automatic, four-stroke,In-line four
bourget,suicide king cobra,2011,Custom / cruiser,2146.8,,24.6,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,super stretch,2018,Custom / cruiser,2032.1,,,,,,Unknown,Belt,5-speed, four-stroke,V2
bourget,super stretch,2019,Custom / cruiser,2032.1,,,,,,Unknown,Belt,5-speed, four-stroke,V2
bpg,dtv shredder,2014,Prototype / concept model,196.0,14.0,,127.0,,20.3,Air,Belt,Automatic, four-stroke,Single cylinder
bpg,dtv shredder trail,2015,Prototype / concept model,196.0,14.0,,127.0,,20.3,Air,Belt,Automatic, four-stroke,Single cylinder
bpg,dtv shredder trail,2017,Prototype / concept model,196.0,14.0,,127.0,,20.3,Air,Belt,Automatic, four-stroke,Single cylinder
bpg,uno i,2011,Prototype / concept model,,,,,,,Air,Unknown,Automatic,Electric,Electric
bpg,werks dtv shredder,2021,ATV,196.0,14.0,,127.0,,20.3,Air,Belt,Automatic, four-stroke,Single cylinder
brammo,empulse,2013,Naked bike,,53.6,,190.5,810.0,63.0,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse,2014,Naked bike,,53.6,,190.5,810.0,90.0,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse,2015,Naked bike,,53.6,,190.5,810.0,90.0,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse 10.0,2011,Naked bike,,53.6,,190.0,810.0,80.0,Liquid,Chain,Automatic,Electric,Electric
brammo,empulse 10.0,2012,Naked bike,,53.6,,190.5,810.0,80.0,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse 6.0,2011,Naked bike,,53.6,,163.0,810.0,80.0,Unknown,Unknown,Automatic,Electric,Electric
brammo,empulse 6.0,2012,Naked bike,,53.6,,163.0,810.0,80.0,Liquid,Unknown,6-speed,Electric,Electric
brammo,empulse 8.0,2011,Naked bike,,53.6,,176.0,810.0,80.0,Unknown,Unknown,Automatic,Electric,Electric
brammo,empulse 8.0,2012,Naked bike,,53.6,,176.0,810.0,80.0,Liquid,Unknown,6-speed,Electric,Electric
brammo,empulse le,2014,Naked bike,,54.0,,213.0,810.0,90.0,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse le,2015,Naked bike,,54.0,,213.0,800.0,90.0,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse r,2013,Naked bike,,53.6,,190.5,810.0,63.0,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse r,2014,Naked bike,,53.6,,185.0,810.0,90.0,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse r,2015,Naked bike,,54.0,,,800.0,90.0,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse rr,2013,Sport,,53.6,,212.0,810.0,,Liquid,Chain,6-speed,Electric,Electric
brammo,empulse rr race bike,2012,Naked bike,,,,213.2,810.0,,Liquid,Chain,6-speed,Electric,Electric
brammo,enertia,2010,Sport,,17.4,,147.0,813.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia,2011,Sport,,17.4,,147.0,813.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia,2012,Sport,,17.4,,147.0,813.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia,2013,Sport,,17.4,,147.0,810.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia plus,2011,Sport,,17.4,,145.0,810.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia plus,2012,Sport,,17.4,,145.0,810.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia plus,2013,Sport,,17.4,,145.0,810.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia plus,2014,Sport,,17.4,,145.0,810.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia plus,2015,Sport,,17.4,,150.0,810.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia plus le,2014,Sport,,17.4,,150.0,810.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,enertia plus le,2015,Sport,,17.4,,150.0,810.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
brammo,engage mx,2012,Prototype / concept model,,,,,,,Liquid,Chain,6-speed,Electric,Electric
brammo,engage smr,2012,Prototype / concept model,,,,,,,Liquid,Chain,6-speed,Electric,Electric
brammo,hong kong police,2012,Sport,,17.4,,145.0,810.0,40.0,Liquid,Unknown,Automatic,Electric,Electric
bridgestone,350 gto,1967,Allround,350.0,40.0,14.38,,,,Air,Chain,Unknown, two-stroke,Twin
bridgestone,350 gto,1968,Allround,350.0,40.0,14.38,,,,Unknown,Chain,Unknown, two-stroke,Twin
bridgestone,350 gto,1969,Allround,350.0,40.0,14.38,,,,Unknown,Chain,Unknown, two-stroke,Twin
bridgestone,350 gtr,1967,Allround,345.0,49.6,15.0,160.6,825.0,,Air,Chain,Unknown, two-stroke,Twin
bridgestone,350 gtr,1968,Allround,345.0,49.6,15.0,160.6,825.0,,Air,Chain,Unknown, two-stroke,Twin
bridgestone,350 gtr,1969,Allround,345.0,49.6,15.0,160.6,825.0,,Air,Chain,Unknown, two-stroke,Twin
bridgestone,350 gtr,1970,Allround,345.0,40.0,15.0,160.6,825.0,,Air,Chain,Unknown, two-stroke,Twin
bridgestone,350 gtr,1971,Allround,345.0,40.0,15.0,160.6,825.0,,Air,Chain,Unknown, two-stroke,Twin
britten,v1000,1993,Sport,999.0,166.0,24.0,,,,Liquid,Chain,5-speed, four-stroke,V2
brixton,bx 125,2017,Allround,124.0,11.3,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,bx 125,2019,Allround,124.8,11.1,,134.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
brixton,bx 125 haycroft,2018,Enduro / offroad,124.0,11.1,,134.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,bx 125 haycroft,2019,Enduro / offroad,124.8,11.1,,134.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,bx 125 r,2018,Naked bike,124.0,11.1,,134.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,bx 125 r,2019,Naked bike,124.8,11.1,,134.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,bx 125 x,2018,Enduro / offroad,124.0,11.1,,134.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,bx 125 x,2019,Enduro / offroad,124.8,11.1,,134.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,bx 250,2018,Naked bike,249.0,,,138.0,,,Air,Chain,5-speed, four-stroke,Single cylinder
brixton,cromwell 1200,2022,Sport,1222.0,80.5,16.0,235.0,800.0,108.0,Liquid,Chain,Unknown, four-stroke,Twin
brixton,cromwell 125,2020,Allround,124.8,11.1,,,,,Air,Unknown,Unknown, four-stroke,Single cylinder
brixton,cromwell 125,2021,Allround,125.0,11.0,14.0,,770.0,9.7,Air,Unknown,Unknown, four-stroke,Single cylinder
brixton,cromwell 125,2022,Allround,125.0,11.0,14.0,,770.0,9.7,Air,Unknown,Unknown, four-stroke,Single cylinder
brixton,cromwell 250,2020,Allround,249.0,17.4,,145.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,cromwell 250,2021,Allround,249.0,16.9,11.5,145.0,790.0,16.5,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,cromwell 250,2022,Allround,249.0,16.9,11.5,145.0,790.0,16.5,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,crossfire 125,2022,Enduro / offroad,124.8,13.4,,,810.0,10.5,Liquid,Chain,Unknown, four-stroke,Single cylinder
brixton,crossfire 125 xs,2020,Enduro / offroad,124.8,11.1,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,crossfire 125 xs,2021,Enduro / offroad,125.0,11.0,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,crossfire 125 xs,2022,Enduro / offroad,125.0,11.0,,,760.0,9.6,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,crossfire 500,2020,Allround,486.0,46.9,,180.0,795.0,43.0,Liquid,Chain,Unknown, four-stroke,Twin
brixton,crossfire 500,2021,Allround,486.0,46.9,13.5,,795.0,43.0,Liquid,Chain,Unknown, four-stroke,Twin
brixton,crossfire 500,2022,Allround,486.0,46.9,13.5,,795.0,43.0,Liquid,Chain,Unknown, four-stroke,Twin
brixton,crossfire 500 x,2020,Allround,486.0,46.9,,180.0,795.0,43.0,Liquid,Chain,Unknown, four-stroke,Twin
brixton,crossfire 500 x,2021,Allround,486.0,46.9,,,795.0,43.0,Liquid,Chain,Unknown, four-stroke,Twin
brixton,crossfire 500 x,2022,Sport,486.0,46.9,,,795.0,43.0,Liquid,Chain,Unknown, four-stroke,Twin
brixton,crossfire 500 xc,2022,Allround,486.0,46.9,13.5,,839.0,43.0,Liquid,Chain,Unknown, four-stroke,Twin
brixton,felsberg 125,2020,Allround,124.8,11.1,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,felsberg 125,2021,Allround,125.0,11.0,14.0,,800.0,9.7,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,felsberg 125,2022,Allround,125.0,11.0,14.0,,800.0,9.7,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,felsberg 125 x,2019,Enduro / offroad,124.8,11.1,,134.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,felsberg 125 xc,2020,Enduro / offroad,124.8,11.1,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,felsberg 125 xc,2021,Enduro / offroad,125.0,11.0,11.5,,850.0,9.7,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,felsberg 125 xc,2022,Enduro / offroad,125.0,11.0,11.5,,820.0,9.7,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,felsberg 250,2020,Allround,249.0,17.4,,155.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
brixton,felsberg 250,2021,Allround,249.0,17.4,14.5,,750.0,12.6,Air,Chain,Unknown, four-stroke,Single cylinder
